path	deprecated	experimental	chrome	chrome_android
api.ANGLE_instanced_arrays	false	false	32	30
api.ANGLE_instanced_arrays.drawArraysInstancedANGLE	false	false	30	30
api.ANGLE_instanced_arrays.drawElementsInstancedANGLE	false	false	30	30
api.ANGLE_instanced_arrays.vertexAttribDivisorANGLE	false	false	30	30
api.AbortController	false	false	66	66
api.AbortController.AbortController	false	false	66	66
api.AbortController.abort	false	false	66	66
api.AbortController.signal	false	false	66	66
api.AbortPaymentEvent	false	true	70	70
api.AbortPaymentEvent.AbortPaymentEvent	false	true	70	70
api.AbortPaymentEvent.respondWith	false	true	70	70
api.AbortSignal	false	false	66	66
api.AbortSignal.abort_event	false	false	66	66
api.AbortSignal.abort_static	false	false	93	93
api.AbortSignal.abort_static.reason_parameter	false	false	98	98
api.AbortSignal.aborted	false	false	66	66
api.AbortSignal.reason	false	false	98	98
api.AbortSignal.throwIfAborted	false	false	100	100
api.AbortSignal.timeout_static	false	false	103	103
api.AbsoluteOrientationSensor	false	false	67	67
api.AbsoluteOrientationSensor.AbsoluteOrientationSensor	false	false	67	67
api.AbstractRange	false	false	90	90
api.AbstractRange.collapsed	false	false	90	90
api.AbstractRange.endContainer	false	false	90	90
api.AbstractRange.endOffset	false	false	90	90
api.AbstractRange.startContainer	false	false	90	90
api.AbstractRange.startOffset	false	false	90	90
api.Accelerometer	false	true	67	67
api.Accelerometer.Accelerometer	false	true	67	67
api.Accelerometer.x	false	true	67	67
api.Accelerometer.y	false	true	67	67
api.Accelerometer.z	false	true	67	67
api.AmbientLightSensor	false	true	56	56
api.AmbientLightSensor.AmbientLightSensor	false	true	56	56
api.AmbientLightSensor.illuminance	false	true	56	56
api.AnalyserNode	false	false	14	18
api.AnalyserNode.AnalyserNode	false	false	55	55
api.AnalyserNode.fftSize	false	false	14	18
api.AnalyserNode.frequencyBinCount	false	false	14	18
api.AnalyserNode.getByteFrequencyData	false	false	14	18
api.AnalyserNode.getByteTimeDomainData	false	false	14	18
api.AnalyserNode.getFloatFrequencyData	false	false	14	18
api.AnalyserNode.getFloatTimeDomainData	false	false	35	35
api.AnalyserNode.maxDecibels	false	false	14	18
api.AnalyserNode.minDecibels	false	false	14	18
api.AnalyserNode.smoothingTimeConstant	false	false	14	18
api.Animation	false	false	75	75
api.Animation.Animation	false	false	75	75
api.Animation.cancel	false	false	75	75
api.Animation.cancel_event	false	false	75	75
api.Animation.commitStyles	false	false	84	84
api.Animation.currentTime	false	false	75	75
api.Animation.effect	false	false	75	75
api.Animation.finish	false	false	75	75
api.Animation.finish_event	false	false	75	75
api.Animation.finished	false	false	84	84
api.Animation.id	false	false	75	75
api.Animation.pause	false	false	75	75
api.Animation.pending	false	false	76	76
api.Animation.persist	false	false	84	84
api.Animation.play	false	false	75	75
api.Animation.playState	false	false	75	75
api.Animation.playbackRate	false	false	75	75
api.Animation.ready	false	false	84	84
api.Animation.remove_event	false	false	84	84
api.Animation.remove_filling_animation	false	false	84	84
api.Animation.replaceState	false	false	84	84
api.Animation.reverse	false	false	75	75
api.Animation.startTime	false	false	75	75
api.Animation.timeline	false	false	84	84
api.Animation.updatePlaybackRate	false	false	76	76
api.AnimationEffect	false	false	75	75
api.AnimationEffect.getComputedTiming	false	false	75	75
api.AnimationEffect.getTiming	false	false	75	75
api.AnimationEffect.updateTiming	false	false	75	75
api.AnimationEvent	false	false	43	43
api.AnimationEvent.AnimationEvent	false	false	43	43
api.AnimationEvent.animationName	false	false	43	43
api.AnimationEvent.elapsedTime	false	false	43	43
api.AnimationEvent.pseudoElement	false	false	68	68
api.AnimationPlaybackEvent	false	false	84	84
api.AnimationPlaybackEvent.AnimationPlaybackEvent	false	false	84	84
api.AnimationPlaybackEvent.currentTime	false	false	84	84
api.AnimationPlaybackEvent.timelineTime	false	false	84	84
api.AnimationTimeline	false	false	84	84
api.AnimationTimeline.currentTime	false	false	84	84
api.ApplicationCache	true	false	removed	removed
api.ApplicationCache.abort	true	false	removed	removed
api.ApplicationCache.cached_event	true	false	removed	removed
api.ApplicationCache.checking_event	true	false	removed	removed
api.ApplicationCache.downloading_event	true	false	removed	removed
api.ApplicationCache.error_event	true	false	removed	removed
api.ApplicationCache.noupdate_event	true	false	removed	removed
api.ApplicationCache.obsolete_event	true	false	removed	removed
api.ApplicationCache.progress_event	true	false	removed	removed
api.ApplicationCache.status	true	false	removed	removed
api.ApplicationCache.swapCache	true	false	removed	removed
api.ApplicationCache.update	true	false	removed	removed
api.ApplicationCache.updateready_event	true	false	removed	removed
api.Attr	false	false	1	18
api.Attr.localName	false	false	1	18
api.Attr.name	false	false	1	18
api.Attr.namespaceURI	false	false	1	18
api.Attr.ownerElement	false	false	1	18
api.Attr.prefix	false	false	1	18
api.Attr.specified	true	false	1	18
api.Attr.value	false	false	1	18
api.AudioBuffer	false	false	14	18
api.AudioBuffer.AudioBuffer	false	false	55	55
api.AudioBuffer.copyFromChannel	false	false	43	43
api.AudioBuffer.copyToChannel	false	false	43	43
api.AudioBuffer.duration	false	false	14	18
api.AudioBuffer.getChannelData	false	false	14	18
api.AudioBuffer.length	false	false	14	18
api.AudioBuffer.numberOfChannels	false	false	14	18
api.AudioBuffer.sampleRate	false	false	14	18
api.AudioBufferSourceNode	false	false	14	18
api.AudioBufferSourceNode.AudioBufferSourceNode	false	false	55	55
api.AudioBufferSourceNode.buffer	false	false	14	18
api.AudioBufferSourceNode.detune	false	false	44	44
api.AudioBufferSourceNode.loop	false	false	15	18
api.AudioBufferSourceNode.loopEnd	false	false	24	25
api.AudioBufferSourceNode.loopStart	false	false	24	25
api.AudioBufferSourceNode.playbackRate	false	false	14	18
api.AudioBufferSourceNode.start	false	false	24	25
api.AudioContext	false	false	35	35
api.AudioContext.AudioContext	false	false	35	35
api.AudioContext.AudioContext.options_latencyHint_parameter	false	false	58	58
api.AudioContext.AudioContext.options_sampleRate_parameter	false	false	74	74
api.AudioContext.AudioContext.options_sinkId_parameter	false	true	110	110
api.AudioContext.baseLatency	false	false	58	58
api.AudioContext.close	false	false	42	42
api.AudioContext.createMediaElementSource	false	false	15	18
api.AudioContext.createMediaStreamDestination	false	false	25	25
api.AudioContext.createMediaStreamSource	false	false	22	25
api.AudioContext.createMediaStreamTrackSource	false	false	false	false
api.AudioContext.getOutputTimestamp	false	false	57	57
api.AudioContext.outputLatency	false	false	102	102
api.AudioContext.resume	false	false	41	41
api.AudioContext.setSinkId	false	true	110	110
api.AudioContext.sinkId	false	true	110	110
api.AudioContext.sinkchange_event	false	true	110	110
api.AudioContext.suspend	false	false	41	41
api.AudioData	false	true	94	94
api.AudioData.AudioData	false	true	94	94
api.AudioData.allocationSize	false	true	94	94
api.AudioData.clone	false	true	94	94
api.AudioData.close	false	true	94	94
api.AudioData.copyTo	false	true	94	94
api.AudioData.duration	false	true	94	94
api.AudioData.format	false	true	94	94
api.AudioData.numberOfChannels	false	true	94	94
api.AudioData.numberOfFrames	false	true	94	94
api.AudioData.sampleRate	false	true	94	94
api.AudioData.timestamp	false	true	94	94
api.AudioDecoder	false	true	94	94
api.AudioDecoder.AudioDecoder	false	true	94	94
api.AudioDecoder.close	false	true	94	94
api.AudioDecoder.configure	false	true	94	94
api.AudioDecoder.decode	false	true	94	94
api.AudioDecoder.decodeQueueSize	false	true	94	94
api.AudioDecoder.dequeue_event	false	true	106	106
api.AudioDecoder.flush	false	true	94	94
api.AudioDecoder.isConfigSupported_static	false	true	94	94
api.AudioDecoder.reset	false	true	94	94
api.AudioDecoder.state	false	true	94	94
api.AudioDestinationNode	false	false	14	18
api.AudioDestinationNode.maxChannelCount	false	false	27	27
api.AudioEncoder	false	true	94	94
api.AudioEncoder.AudioEncoder	false	true	94	94
api.AudioEncoder.close	false	true	94	94
api.AudioEncoder.configure	false	true	94	94
api.AudioEncoder.dequeue_event	false	true	106	106
api.AudioEncoder.encode	false	true	94	94
api.AudioEncoder.encodeQueueSize	false	true	94	94
api.AudioEncoder.flush	false	true	94	94
api.AudioEncoder.isConfigSupported_static	false	true	94	94
api.AudioEncoder.reset	false	true	94	94
api.AudioEncoder.state	false	true	94	94
api.AudioListener	false	false	14	18
api.AudioListener.forwardX	false	false	52	52
api.AudioListener.forwardY	false	false	52	52
api.AudioListener.forwardZ	false	false	52	52
api.AudioListener.positionX	false	false	52	52
api.AudioListener.positionY	false	false	52	52
api.AudioListener.positionZ	false	false	52	52
api.AudioListener.setOrientation	true	false	14	18
api.AudioListener.setPosition	true	false	14	18
api.AudioListener.upX	false	false	52	52
api.AudioListener.upY	false	false	52	52
api.AudioListener.upZ	false	false	52	52
api.AudioNode	false	false	14	18
api.AudioNode.channelCount	false	false	27	27
api.AudioNode.channelCountMode	false	false	27	27
api.AudioNode.channelInterpretation	false	false	27	27
api.AudioNode.connect	false	false	14	18
api.AudioNode.context	false	false	14	18
api.AudioNode.disconnect	false	false	14	18
api.AudioNode.disconnect.destination_parameter	false	false	43	43
api.AudioNode.disconnect.input_parameter	false	false	43	43
api.AudioNode.numberOfInputs	false	false	14	18
api.AudioNode.numberOfOutputs	false	false	14	18
api.AudioParam	false	false	14	18
api.AudioParam.automationRate	false	false	68	68
api.AudioParam.cancelAndHoldAtTime	false	false	57	57
api.AudioParam.cancelScheduledValues	false	false	14	18
api.AudioParam.defaultValue	false	false	14	18
api.AudioParam.exponentialRampToValueAtTime	false	false	14	18
api.AudioParam.linearRampToValueAtTime	false	false	14	18
api.AudioParam.maxValue	false	false	52	52
api.AudioParam.minValue	false	false	52	52
api.AudioParam.setTargetAtTime	false	false	14	18
api.AudioParam.setValueAtTime	false	false	14	18
api.AudioParam.setValueCurveAtTime	false	false	14	18
api.AudioParam.value	false	false	14	18
api.AudioParamMap	false	false	66	66
api.AudioParamMap.@@iterator	false	false	66	66
api.AudioParamMap.entries	false	false	66	66
api.AudioParamMap.forEach	false	false	66	66
api.AudioParamMap.get	false	false	66	66
api.AudioParamMap.has	false	false	66	66
api.AudioParamMap.keys	false	false	66	66
api.AudioParamMap.size	false	false	66	66
api.AudioParamMap.values	false	false	66	66
api.AudioProcessingEvent	true	false	14	18
api.AudioProcessingEvent.AudioProcessingEvent	true	false	57	57
api.AudioProcessingEvent.inputBuffer	true	false	14	18
api.AudioProcessingEvent.outputBuffer	true	false	14	18
api.AudioProcessingEvent.playbackTime	true	false	14	18
api.AudioScheduledSourceNode	false	false	57	57
api.AudioScheduledSourceNode.ended_event	false	false	30	30
api.AudioScheduledSourceNode.start	false	false	24	25
api.AudioScheduledSourceNode.stop	false	false	24	25
api.AudioSinkInfo	false	true	110	110
api.AudioSinkInfo.type	false	true	110	110
api.AudioTrack	false	false	37	37
api.AudioTrack.enabled	false	false	37	37
api.AudioTrack.id	false	false	37	37
api.AudioTrack.kind	false	false	37	37
api.AudioTrack.label	false	false	37	37
api.AudioTrack.language	false	false	37	37
api.AudioTrack.sourceBuffer	false	false	51	51
api.AudioTrackList	false	false	37	37
api.AudioTrackList.addtrack_event	false	false	37	37
api.AudioTrackList.change_event	false	false	37	37
api.AudioTrackList.getTrackById	false	false	37	37
api.AudioTrackList.length	false	false	37	37
api.AudioTrackList.removetrack_event	false	false	37	37
api.AudioWorklet	false	false	66	66
api.AudioWorkletGlobalScope	false	false	66	66
api.AudioWorkletGlobalScope.currentFrame	false	false	66	66
api.AudioWorkletGlobalScope.currentTime	false	false	66	66
api.AudioWorkletGlobalScope.registerProcessor	false	false	66	66
api.AudioWorkletGlobalScope.sampleRate	false	false	66	66
api.AudioWorkletNode	false	false	66	66
api.AudioWorkletNode.AudioWorkletNode	false	false	66	66
api.AudioWorkletNode.parameters	false	false	66	66
api.AudioWorkletNode.port	false	false	66	66
api.AudioWorkletNode.processorerror_event	false	false	66	66
api.AudioWorkletProcessor	false	false	64	64
api.AudioWorkletProcessor.AudioWorkletProcessor	false	false	64	64
api.AudioWorkletProcessor.port	false	false	64	64
api.AuthenticatorAssertionResponse	false	false	67	70
api.AuthenticatorAssertionResponse.authenticatorData	false	false	67	70
api.AuthenticatorAssertionResponse.signature	false	false	67	70
api.AuthenticatorAssertionResponse.userHandle	false	false	67	70
api.AuthenticatorAttestationResponse	false	false	67	70
api.AuthenticatorAttestationResponse.attestationObject	false	false	67	70
api.AuthenticatorAttestationResponse.getAuthenticatorData	false	false	85	85
api.AuthenticatorAttestationResponse.getPublicKey	false	false	85	85
api.AuthenticatorAttestationResponse.getPublicKeyAlgorithm	false	false	85	85
api.AuthenticatorAttestationResponse.getTransports	false	false	74	74
api.AuthenticatorResponse	false	false	67	70
api.AuthenticatorResponse.clientDataJSON	false	false	67	70
api.BackgroundFetchEvent	false	true	74	74
api.BackgroundFetchEvent.BackgroundFetchEvent	false	true	74	74
api.BackgroundFetchEvent.registration	false	true	74	74
api.BackgroundFetchManager	false	true	74	74
api.BackgroundFetchManager.fetch	false	true	74	74
api.BackgroundFetchManager.get	false	true	74	74
api.BackgroundFetchManager.getIds	false	true	74	74
api.BackgroundFetchRecord	false	true	74	74
api.BackgroundFetchRecord.request	false	true	74	74
api.BackgroundFetchRecord.responseReady	false	true	74	74
api.BackgroundFetchRegistration	false	true	74	74
api.BackgroundFetchRegistration.abort	false	true	74	74
api.BackgroundFetchRegistration.downloadTotal	false	true	74	74
api.BackgroundFetchRegistration.downloaded	false	true	74	74
api.BackgroundFetchRegistration.failureReason	false	true	74	74
api.BackgroundFetchRegistration.id	false	true	74	74
api.BackgroundFetchRegistration.match	false	true	74	74
api.BackgroundFetchRegistration.matchAll	false	true	74	74
api.BackgroundFetchRegistration.progress_event	false	true	74	74
api.BackgroundFetchRegistration.recordsAvailable	false	true	74	74
api.BackgroundFetchRegistration.result	false	true	74	74
api.BackgroundFetchRegistration.uploadTotal	false	true	74	74
api.BackgroundFetchRegistration.uploaded	false	true	74	74
api.BackgroundFetchUpdateUIEvent	false	true	74	74
api.BackgroundFetchUpdateUIEvent.BackgroundFetchUpdateUIEvent	false	true	74	74
api.BackgroundFetchUpdateUIEvent.updateUI	false	true	74	74
api.BarProp	false	false	1	18
api.BarProp.visible	false	false	1	18
api.BarProp.visible.returns_popup	false	false	98	98
api.BarcodeDetector	false	true	88	83
api.BarcodeDetector.BarcodeDetector	false	true	88	83
api.BarcodeDetector.detect	false	true	88	83
api.BarcodeDetector.getSupportedFormats_static	false	true	88	83
api.BaseAudioContext	false	false	56	56
api.BaseAudioContext.audioWorklet	false	false	66	66
api.BaseAudioContext.createAnalyser	false	false	14	18
api.BaseAudioContext.createBiquadFilter	false	false	14	18
api.BaseAudioContext.createBuffer	false	false	14	18
api.BaseAudioContext.createBufferSource	false	false	14	18
api.BaseAudioContext.createChannelMerger	false	false	14	18
api.BaseAudioContext.createChannelSplitter	false	false	14	18
api.BaseAudioContext.createConstantSource	false	false	56	56
api.BaseAudioContext.createConvolver	false	false	14	18
api.BaseAudioContext.createDelay	false	false	24	25
api.BaseAudioContext.createDynamicsCompressor	false	false	14	18
api.BaseAudioContext.createGain	false	false	24	25
api.BaseAudioContext.createIIRFilter	false	false	49	49
api.BaseAudioContext.createOscillator	false	false	20	25
api.BaseAudioContext.createPanner	false	false	14	18
api.BaseAudioContext.createPeriodicWave	false	false	30	30
api.BaseAudioContext.createPeriodicWave.constraints_disableNormalization_parameter	false	false	46	46
api.BaseAudioContext.createScriptProcessor	true	false	24	25
api.BaseAudioContext.createStereoPanner	false	false	41	41
api.BaseAudioContext.createWaveShaper	false	false	15	18
api.BaseAudioContext.currentTime	false	false	14	18
api.BaseAudioContext.decodeAudioData	false	false	14	18
api.BaseAudioContext.decodeAudioData.returns_promise	false	false	49	49
api.BaseAudioContext.destination	false	false	14	18
api.BaseAudioContext.listener	false	false	14	18
api.BaseAudioContext.sampleRate	false	false	14	18
api.BaseAudioContext.state	false	false	41	41
api.BaseAudioContext.statechange_event	false	false	41	41
api.BatteryManager	false	false	38	38
api.BatteryManager.charging	false	false	38	38
api.BatteryManager.chargingTime	false	false	38	42
api.BatteryManager.chargingchange_event	false	false	38	38
api.BatteryManager.chargingtimechange_event	false	false	38	38
api.BatteryManager.dischargingTime	false	false	38	42
api.BatteryManager.dischargingtimechange_event	false	false	38	38
api.BatteryManager.level	false	false	38	38
api.BatteryManager.levelchange_event	false	false	38	38
api.BatteryManager.secure_context_required	false	true	103	103
api.BeforeInstallPromptEvent	false	true	44	44
api.BeforeInstallPromptEvent.BeforeInstallPromptEvent	false	true	44	44
api.BeforeInstallPromptEvent.platforms	false	true	44	44
api.BeforeInstallPromptEvent.prompt	false	true	76	76
api.BeforeInstallPromptEvent.userChoice	false	true	44	44
api.BeforeUnloadEvent	false	false	30	30
api.BeforeUnloadEvent.returnValue	false	false	30	30
api.BeforeUnloadEvent.user_interaction	false	false	60	60
api.BiquadFilterNode	false	false	14	18
api.BiquadFilterNode.BiquadFilterNode	false	false	55	55
api.BiquadFilterNode.Q	false	false	14	18
api.BiquadFilterNode.detune	false	false	25	25
api.BiquadFilterNode.frequency	false	false	14	18
api.BiquadFilterNode.gain	false	false	14	18
api.BiquadFilterNode.getFrequencyResponse	false	false	17	18
api.BiquadFilterNode.type	false	false	14	18
api.Blob	false	false	5	18
api.Blob.Blob	false	false	20	25
api.Blob.arrayBuffer	false	false	76	76
api.Blob.size	false	false	5	18
api.Blob.slice	false	false	21	25
api.Blob.stream	false	false	76	76
api.Blob.text	false	false	76	76
api.Blob.type	false	false	5	18
api.BlobEvent	false	false	49	49
api.BlobEvent.BlobEvent	false	false	49	49
api.BlobEvent.data	false	false	49	49
api.BlobEvent.timecode	false	false	57	57
api.Bluetooth	false	true	56	56
api.Bluetooth.availabilitychanged_event	false	true	56	false
api.Bluetooth.getAvailability	false	true	78	78
api.Bluetooth.getDevices	false	true	85	85
api.Bluetooth.requestDevice	false	true	56	56
api.BluetoothCharacteristicProperties	false	true	56	56
api.BluetoothCharacteristicProperties.authenticatedSignedWrites	false	true	56	56
api.BluetoothCharacteristicProperties.broadcast	false	true	56	56
api.BluetoothCharacteristicProperties.indicate	false	true	56	56
api.BluetoothCharacteristicProperties.notify	false	true	56	56
api.BluetoothCharacteristicProperties.read	false	true	56	56
api.BluetoothCharacteristicProperties.reliableWrite	false	true	56	56
api.BluetoothCharacteristicProperties.writableAuxiliaries	false	true	56	56
api.BluetoothCharacteristicProperties.write	false	true	56	56
api.BluetoothCharacteristicProperties.writeWithoutResponse	false	true	56	56
api.BluetoothDevice	false	true	56	56
api.BluetoothDevice.gatt	false	true	56	56
api.BluetoothDevice.gattserverdisconnected_event	false	true	56	56
api.BluetoothDevice.id	false	true	56	56
api.BluetoothDevice.name	false	true	56	56
api.BluetoothRemoteGATTCharacteristic	false	true	56	56
api.BluetoothRemoteGATTCharacteristic.characteristicvaluechanged_event	false	true	56	56
api.BluetoothRemoteGATTCharacteristic.getDescriptor	false	true	57	57
api.BluetoothRemoteGATTCharacteristic.getDescriptors	false	true	57	57
api.BluetoothRemoteGATTCharacteristic.properties	false	true	56	56
api.BluetoothRemoteGATTCharacteristic.readValue	false	true	56	56
api.BluetoothRemoteGATTCharacteristic.service	false	true	56	56
api.BluetoothRemoteGATTCharacteristic.startNotifications	false	true	56	56
api.BluetoothRemoteGATTCharacteristic.stopNotifications	false	true	56	56
api.BluetoothRemoteGATTCharacteristic.uuid	false	true	56	56
api.BluetoothRemoteGATTCharacteristic.value	false	true	56	56
api.BluetoothRemoteGATTCharacteristic.writeValue	true	false	56	56
api.BluetoothRemoteGATTCharacteristic.writeValueWithResponse	false	true	85	85
api.BluetoothRemoteGATTCharacteristic.writeValueWithoutResponse	false	true	85	85
api.BluetoothRemoteGATTDescriptor	false	true	57	57
api.BluetoothRemoteGATTDescriptor.characteristic	false	true	57	57
api.BluetoothRemoteGATTDescriptor.readValue	false	true	57	57
api.BluetoothRemoteGATTDescriptor.uuid	false	true	57	57
api.BluetoothRemoteGATTDescriptor.value	false	true	57	57
api.BluetoothRemoteGATTDescriptor.writeValue	false	true	57	57
api.BluetoothRemoteGATTServer	false	true	56	56
api.BluetoothRemoteGATTServer.connect	false	true	56	56
api.BluetoothRemoteGATTServer.connected	false	true	56	56
api.BluetoothRemoteGATTServer.device	false	true	56	56
api.BluetoothRemoteGATTServer.disconnect	false	true	56	56
api.BluetoothRemoteGATTServer.getPrimaryService	false	true	56	56
api.BluetoothRemoteGATTServer.getPrimaryServices	false	true	56	56
api.BluetoothRemoteGATTService	false	true	56	56
api.BluetoothRemoteGATTService.device	false	true	56	56
api.BluetoothRemoteGATTService.getCharacteristic	false	true	56	56
api.BluetoothRemoteGATTService.getCharacteristics	false	true	56	56
api.BluetoothRemoteGATTService.isPrimary	false	true	56	56
api.BluetoothRemoteGATTService.uuid	false	true	56	56
api.BluetoothUUID	false	false	56	56
api.BluetoothUUID.canonicalUUID_static	false	true	56	56
api.BluetoothUUID.getCharacteristic_static	false	true	56	56
api.BluetoothUUID.getDescriptor_static	false	true	56	56
api.BluetoothUUID.getService_static	false	true	56	56
api.BroadcastChannel	false	false	54	54
api.BroadcastChannel.BroadcastChannel	false	false	54	54
api.BroadcastChannel.close	false	false	54	54
api.BroadcastChannel.message_event	false	false	54	54
api.BroadcastChannel.messageerror_event	false	false	60	60
api.BroadcastChannel.name	false	false	54	54
api.BroadcastChannel.postMessage	false	false	54	54
api.BrowserCaptureMediaStreamTrack	false	true	104	false
api.BrowserCaptureMediaStreamTrack.clone	false	true	104	false
api.BrowserCaptureMediaStreamTrack.cropTo	false	true	104	false
api.ByteLengthQueuingStrategy	false	false	52	52
api.ByteLengthQueuingStrategy.ByteLengthQueuingStrategy	false	false	52	52
api.ByteLengthQueuingStrategy.highWaterMark	false	false	52	52
api.ByteLengthQueuingStrategy.size	false	false	52	52
api.CDATASection	false	false	1	18
api.CSPViolationReportBody	false	false	74	74
api.CSPViolationReportBody.blockedURL	false	false	74	74
api.CSPViolationReportBody.columnNumber	false	false	74	74
api.CSPViolationReportBody.disposition	false	false	74	74
api.CSPViolationReportBody.documentURL	false	false	74	74
api.CSPViolationReportBody.effectiveDirective	false	false	74	74
api.CSPViolationReportBody.lineNumber	false	false	74	74
api.CSPViolationReportBody.originalPolicy	false	false	74	74
api.CSPViolationReportBody.referrer	false	false	74	74
api.CSPViolationReportBody.sample	false	false	74	74
api.CSPViolationReportBody.sourceFile	false	false	74	74
api.CSPViolationReportBody.statusCode	false	false	74	74
api.CSPViolationReportBody.toJSON	false	false	80	80
api.CSS	false	false	28	28
api.CSS.Hz_static	false	false	66	66
api.CSS.Q_static	false	false	66	66
api.CSS.ch_static	false	false	66	66
api.CSS.cm_static	false	false	66	66
api.CSS.cqb_static	false	false	105	105
api.CSS.cqh_static	false	false	105	105
api.CSS.cqi_static	false	false	105	105
api.CSS.cqmax_static	false	false	105	105
api.CSS.cqmin_static	false	false	105	105
api.CSS.cqw_static	false	false	105	105
api.CSS.deg_static	false	false	66	66
api.CSS.dpcm_static	false	false	66	66
api.CSS.dpi_static	false	false	66	66
api.CSS.dppx_static	false	false	66	66
api.CSS.dvb_static	false	false	108	108
api.CSS.dvh_static	false	false	108	108
api.CSS.dvi_static	false	false	108	108
api.CSS.dvmax_static	false	false	108	108
api.CSS.dvmin_static	false	false	108	108
api.CSS.dvw_static	false	false	108	108
api.CSS.em_static	false	false	66	66
api.CSS.escape_static	false	false	46	46
api.CSS.ex_static	false	false	66	66
api.CSS.fr_static	false	false	66	66
api.CSS.grad_static	false	false	66	66
api.CSS.highlights_static	false	true	105	105
api.CSS.in_static	false	false	66	66
api.CSS.kHz_static	false	false	66	66
api.CSS.lvb_static	false	false	108	108
api.CSS.lvh_static	false	false	108	108
api.CSS.lvi_static	false	false	108	108
api.CSS.lvmax_static	false	false	108	108
api.CSS.lvmin_static	false	false	108	108
api.CSS.lvw_static	false	false	108	108
api.CSS.mm_static	false	false	66	66
api.CSS.ms_static	false	false	66	66
api.CSS.number_static	false	false	66	66
api.CSS.paintWorklet_static	false	true	65	65
api.CSS.pc_static	false	false	66	66
api.CSS.percent_static	false	false	66	66
api.CSS.pt_static	false	false	66	66
api.CSS.px_static	false	false	66	66
api.CSS.rad_static	false	false	66	66
api.CSS.registerProperty_static	false	false	78	78
api.CSS.rem_static	false	false	66	66
api.CSS.s_static	false	false	66	66
api.CSS.supports_static	false	false	61	61
api.CSS.svb_static	false	false	108	108
api.CSS.svh_static	false	false	108	108
api.CSS.svi_static	false	false	108	108
api.CSS.svmax_static	false	false	108	108
api.CSS.svmin_static	false	false	108	108
api.CSS.svw_static	false	false	108	108
api.CSS.turn_static	false	false	66	66
api.CSS.vb_static	false	false	108	108
api.CSS.vh_static	false	false	66	66
api.CSS.vi_static	false	false	108	108
api.CSS.vmax_static	false	false	66	66
api.CSS.vmin_static	false	false	66	66
api.CSS.vw_static	false	false	66	66
api.CSSAnimation	false	false	84	84
api.CSSAnimation.animationName	false	false	84	84
api.CSSConditionRule	false	false	56	56
api.CSSConditionRule.conditionText	false	false	56	56
api.CSSContainerRule	false	false	105	105
api.CSSContainerRule.containerName	false	false	111	111
api.CSSContainerRule.containerQuery	false	false	111	111
api.CSSCounterStyleRule	false	false	91	91
api.CSSCounterStyleRule.additiveSymbols	false	false	91	91
api.CSSCounterStyleRule.fallback	false	false	91	91
api.CSSCounterStyleRule.name	false	false	91	91
api.CSSCounterStyleRule.negative	false	false	91	91
api.CSSCounterStyleRule.pad	false	false	91	91
api.CSSCounterStyleRule.prefix	false	false	91	91
api.CSSCounterStyleRule.range	false	false	91	91
api.CSSCounterStyleRule.speakAs	false	false	91	91
api.CSSCounterStyleRule.suffix	false	false	91	91
api.CSSCounterStyleRule.symbols	false	false	91	91
api.CSSCounterStyleRule.system	false	false	91	91
api.CSSFontFaceRule	false	false	1	18
api.CSSFontFaceRule.style	false	false	1	18
api.CSSFontFeatureValuesRule	false	false	111	111
api.CSSFontFeatureValuesRule.annotation	false	true	111	111
api.CSSFontFeatureValuesRule.characterVariant	false	true	111	111
api.CSSFontFeatureValuesRule.fontFamily	false	false	111	111
api.CSSFontFeatureValuesRule.ornaments	false	true	111	111
api.CSSFontFeatureValuesRule.styleset	false	true	111	111
api.CSSFontFeatureValuesRule.stylistic	false	true	111	111
api.CSSFontFeatureValuesRule.swash	false	true	111	111
api.CSSFontPaletteValuesRule	false	false	101	101
api.CSSFontPaletteValuesRule.basePalette	false	false	101	101
api.CSSFontPaletteValuesRule.fontFamily	false	false	101	101
api.CSSFontPaletteValuesRule.name	false	false	101	101
api.CSSFontPaletteValuesRule.overrideColors	false	false	101	101
api.CSSGroupingRule	false	false	45	45
api.CSSGroupingRule.cssRules	false	false	45	45
api.CSSGroupingRule.deleteRule	false	false	45	45
api.CSSGroupingRule.insertRule	false	false	45	45
api.CSSImageValue	false	false	66	66
api.CSSImportRule	false	false	1	18
api.CSSImportRule.href	false	false	1	18
api.CSSImportRule.layerName	false	false	99	99
api.CSSImportRule.media	false	false	1	18
api.CSSImportRule.styleSheet	false	false	1	18
api.CSSImportRule.supportsText	false	true	false	false
api.CSSKeyframeRule	false	false	31	31
api.CSSKeyframeRule.keyText	false	false	1	18
api.CSSKeyframeRule.style	false	false	1	18
api.CSSKeyframesRule	false	false	31	31
api.CSSKeyframesRule.appendRule	false	false	41	41
api.CSSKeyframesRule.cssRules	false	false	1	18
api.CSSKeyframesRule.deleteRule	false	false	1	18
api.CSSKeyframesRule.findRule	false	false	1	18
api.CSSKeyframesRule.length	false	false	false	false
api.CSSKeyframesRule.name	false	false	1	18
api.CSSKeywordValue	false	false	66	66
api.CSSKeywordValue.CSSKeywordValue	false	false	66	66
api.CSSKeywordValue.value	false	false	66	66
api.CSSLayerBlockRule	false	false	99	99
api.CSSLayerBlockRule.name	false	false	99	99
api.CSSLayerStatementRule	false	false	99	99
api.CSSLayerStatementRule.nameList	false	false	99	99
