path	deprecated	experimental	chrome	chrome_android
api.DOMMatrixReadOnly.m31	false	false	61	61
api.DOMMatrixReadOnly.m32	false	false	61	61
api.DOMMatrixReadOnly.m33	false	false	61	61
api.DOMMatrixReadOnly.m34	false	false	61	61
api.DOMMatrixReadOnly.m41	false	false	61	61
api.DOMMatrixReadOnly.m42	false	false	61	61
api.DOMMatrixReadOnly.m43	false	false	61	61
api.DOMMatrixReadOnly.m44	false	false	61	61
api.DOMMatrixReadOnly.multiply	false	false	61	61
api.DOMMatrixReadOnly.rotate	false	false	61	61
api.DOMMatrixReadOnly.rotateAxisAngle	false	false	61	61
api.DOMMatrixReadOnly.rotateFromVector	false	false	61	61
api.DOMMatrixReadOnly.scale	false	false	61	61
api.DOMMatrixReadOnly.scale3d	false	false	61	61
api.DOMMatrixReadOnly.scaleNonUniform	true	false	73	73
api.DOMMatrixReadOnly.skewX	false	false	61	61
api.DOMMatrixReadOnly.skewY	false	false	61	61
api.DOMMatrixReadOnly.toFloat32Array	false	false	61	61
api.DOMMatrixReadOnly.toFloat64Array	false	false	61	61
api.DOMMatrixReadOnly.toJSON	false	false	61	61
api.DOMMatrixReadOnly.toString	false	false	61	61
api.DOMMatrixReadOnly.transformPoint	false	false	61	61
api.DOMMatrixReadOnly.translate	false	false	61	61
api.DOMMatrixReadOnly.worker_support	false	false	61	61
api.DOMParser	false	false	1	18
api.DOMParser.DOMParser	false	false	1	18
api.DOMParser.parseFromString	false	false	1	18
api.DOMParser.parseFromString.html	false	false	31	31
api.DOMParser.parseFromString.svg	false	false	4	18
api.DOMParser.parseFromString.xml	false	false	1	18
api.DOMPoint	false	false	61	61
api.DOMPoint.DOMPoint	false	false	61	61
api.DOMPoint.fromPoint_static	false	false	61	61
api.DOMPoint.w	false	false	61	61
api.DOMPoint.worker_support	false	false	61	61
api.DOMPoint.x	false	false	61	61
api.DOMPoint.y	false	false	61	61
api.DOMPoint.z	false	false	61	61
api.DOMPointReadOnly	false	false	61	61
api.DOMPointReadOnly.DOMPointReadOnly	false	false	61	61
api.DOMPointReadOnly.fromPoint_static	false	false	61	61
api.DOMPointReadOnly.matrixTransform	false	false	61	61
api.DOMPointReadOnly.toJSON	false	false	61	61
api.DOMPointReadOnly.w	false	false	61	61
api.DOMPointReadOnly.worker_support	false	false	61	61
api.DOMPointReadOnly.x	false	false	61	61
api.DOMPointReadOnly.y	false	false	61	61
api.DOMPointReadOnly.z	false	false	61	61
api.DOMQuad	false	false	61	61
api.DOMQuad.DOMQuad	false	false	61	61
api.DOMQuad.fromQuad_static	false	false	61	61
api.DOMQuad.fromRect_static	false	false	61	61
api.DOMQuad.getBounds	false	false	61	61
api.DOMQuad.p1	false	false	61	61
api.DOMQuad.p2	false	false	61	61
api.DOMQuad.p3	false	false	61	61
api.DOMQuad.p4	false	false	61	61
api.DOMQuad.toJSON	false	false	61	61
api.DOMQuad.worker_support	false	false	61	61
api.DOMRect	false	false	61	61
api.DOMRect.DOMRect	false	false	61	61
api.DOMRect.fromRect_static	false	false	61	61
api.DOMRect.height	false	false	2	18
api.DOMRect.width	false	false	2	18
api.DOMRect.worker_support	false	false	61	61
api.DOMRect.x	false	false	61	61
api.DOMRect.y	false	false	61	61
api.DOMRectList	false	false	61	61
api.DOMRectList.item	false	false	2	18
api.DOMRectList.length	false	false	2	18
api.DOMRectReadOnly	false	false	61	61
api.DOMRectReadOnly.DOMRectReadOnly	false	false	61	61
api.DOMRectReadOnly.bottom	false	false	2	18
api.DOMRectReadOnly.fromRect_static	false	false	61	61
api.DOMRectReadOnly.height	false	false	2	18
api.DOMRectReadOnly.left	false	false	2	18
api.DOMRectReadOnly.right	false	false	2	18
api.DOMRectReadOnly.toJSON	false	false	61	61
api.DOMRectReadOnly.top	false	false	2	18
api.DOMRectReadOnly.width	false	false	2	18
api.DOMRectReadOnly.worker_support	false	false	61	61
api.DOMRectReadOnly.x	false	false	61	61
api.DOMRectReadOnly.y	false	false	61	61
api.DOMStringList	false	false	1	18
api.DOMStringList.contains	false	false	1	18
api.DOMStringList.item	false	false	1	18
api.DOMStringList.length	false	false	1	18
api.DOMStringMap	false	false	7	18
api.DOMTokenList	false	false	8	18
api.DOMTokenList.@@iterator	false	false	42	42
api.DOMTokenList.add	false	false	8	18
api.DOMTokenList.add.multiple_parameters	false	false	24	25
api.DOMTokenList.contains	false	false	8	18
api.DOMTokenList.entries	false	false	42	42
api.DOMTokenList.forEach	false	false	42	42
api.DOMTokenList.item	false	false	8	18
api.DOMTokenList.keys	false	false	42	42
api.DOMTokenList.length	false	false	8	18
api.DOMTokenList.remove	false	false	8	18
api.DOMTokenList.remove.multiple_parameters	false	false	24	25
api.DOMTokenList.remove_duplicates	false	false	60	60
api.DOMTokenList.replace	false	false	61	61
api.DOMTokenList.replace.boolean_value	false	false	67	67
api.DOMTokenList.supports	false	false	49	49
api.DOMTokenList.toString	false	false	8	18
api.DOMTokenList.toggle	false	false	8	18
api.DOMTokenList.toggle.force_parameter	false	false	24	25
api.DOMTokenList.trim_whitespace	false	false	48	48
api.DOMTokenList.value	false	false	50	50
api.DOMTokenList.values	false	false	42	42
api.DataCue	false	true	false	false
api.DataCue.DataCue	false	true	false	false
api.DataCue.type	false	true	false	false
api.DataCue.value	false	true	false	false
api.DataTransfer	false	false	3	18
api.DataTransfer.DataTransfer	false	false	59	59
api.DataTransfer.addElement	false	true	false	false
api.DataTransfer.clearData	false	false	3	18
api.DataTransfer.dropEffect	false	false	3	18
api.DataTransfer.effectAllowed	false	false	3	18
api.DataTransfer.files	false	false	3	18
api.DataTransfer.getData	false	false	3	18
api.DataTransfer.items	false	false	3	18
api.DataTransfer.mozCursor	false	true	false	false
api.DataTransfer.mozSourceNode	false	true	false	false
api.DataTransfer.mozUserCancelled	false	true	false	false
api.DataTransfer.setData	false	false	3	18
api.DataTransfer.setDragImage	false	false	3	18
api.DataTransfer.types	false	false	3	18
api.DataTransferItem	false	false	11	18
api.DataTransferItem.getAsFile	false	false	11	18
api.DataTransferItem.getAsFileSystemHandle	false	true	86	false
api.DataTransferItem.getAsString	false	false	11	18
api.DataTransferItem.kind	false	false	11	18
api.DataTransferItem.type	false	false	11	18
api.DataTransferItem.webkitGetAsEntry	false	false	13	18
api.DataTransferItemList	false	false	13	18
api.DataTransferItemList.add	false	false	13	18
api.DataTransferItemList.clear	false	false	13	18
api.DataTransferItemList.length	false	false	13	18
api.DataTransferItemList.remove	false	false	31	31
api.DecompressionStream	false	false	80	80
api.DecompressionStream.DecompressionStream	false	false	80	80
api.DecompressionStream.DecompressionStream.deflate	false	false	80	80
api.DecompressionStream.DecompressionStream.deflate-raw	false	false	103	103
api.DecompressionStream.DecompressionStream.gzip	false	false	80	80
api.DecompressionStream.readable	false	false	80	80
api.DecompressionStream.writable	false	false	80	80
api.DedicatedWorkerGlobalScope	false	false	4	18
api.DedicatedWorkerGlobalScope.cancelAnimationFrame	false	false	69	69
api.DedicatedWorkerGlobalScope.close	false	false	4	18
api.DedicatedWorkerGlobalScope.message_event	false	false	4	18
api.DedicatedWorkerGlobalScope.messageerror_event	false	false	60	60
api.DedicatedWorkerGlobalScope.name	false	false	70	70
api.DedicatedWorkerGlobalScope.postMessage	false	false	4	18
api.DedicatedWorkerGlobalScope.requestAnimationFrame	false	false	69	69
api.DedicatedWorkerGlobalScope.rtctransform_event	false	true	false	false
api.DelayNode	false	false	24	25
api.DelayNode.DelayNode	false	false	55	55
api.DelayNode.delayTime	false	false	24	25
api.DeprecationReportBody	false	true	69	69
api.DeprecationReportBody.anticipatedRemoval	false	true	69	69
api.DeprecationReportBody.columnNumber	false	true	69	69
api.DeprecationReportBody.id	false	true	69	69
api.DeprecationReportBody.lineNumber	false	true	69	69
api.DeprecationReportBody.message	false	true	69	69
api.DeprecationReportBody.sourceFile	false	true	69	69
api.DeprecationReportBody.toJSON	false	true	69	69
api.DeviceMotionEvent	false	false	31	31
api.DeviceMotionEvent.DeviceMotionEvent	false	false	59	59
api.DeviceMotionEvent.acceleration	false	false	31	31
api.DeviceMotionEvent.accelerationIncludingGravity	false	false	31	31
api.DeviceMotionEvent.interval	false	false	31	31
api.DeviceMotionEvent.requestPermission_static	false	true	false	false
api.DeviceMotionEvent.rotationRate	false	false	31	31
api.DeviceMotionEventAcceleration	false	false	31	31
api.DeviceMotionEventAcceleration.x	false	false	31	31
api.DeviceMotionEventAcceleration.y	false	false	31	31
api.DeviceMotionEventAcceleration.z	false	false	31	31
api.DeviceMotionEventRotationRate	false	false	31	31
api.DeviceMotionEventRotationRate.alpha	false	false	31	31
api.DeviceMotionEventRotationRate.beta	false	false	31	31
api.DeviceMotionEventRotationRate.gamma	false	false	31	31
api.DeviceOrientationEvent	false	false	7	18
api.DeviceOrientationEvent.DeviceOrientationEvent	false	false	59	59
api.DeviceOrientationEvent.absolute	false	false	7	18
api.DeviceOrientationEvent.alpha	false	false	7	18
api.DeviceOrientationEvent.beta	false	false	7	18
api.DeviceOrientationEvent.gamma	false	false	7	18
api.DeviceOrientationEvent.requestPermission_static	false	true	false	false
api.DirectoryEntrySync	true	false	13	18
api.DirectoryReaderSync	true	false	13	18
api.Document	false	false	1	18
api.Document.DOMContentLoaded_event	false	false	1	18
api.Document.Document	false	false	60	60
api.Document.URL	false	false	1	18
api.Document.activeElement	false	false	2	18
api.Document.adoptNode	false	false	1	18
api.Document.adoptedStyleSheets	false	false	73	73
api.Document.afterscriptexecute_event	false	false	false	false
api.Document.alinkColor	true	false	64	64
api.Document.all	true	false	64	64
api.Document.anchors	true	false	1	18
api.Document.append	false	false	54	54
api.Document.applets	true	false	1	18
api.Document.beforescriptexecute_event	false	false	false	false
api.Document.bgColor	true	false	64	64
api.Document.body	false	false	1	18
api.Document.captureEvents	true	false	64	64
api.Document.caretPositionFromPoint	false	false	false	false
api.Document.caretRangeFromPoint	false	false	4	18
api.Document.characterSet	false	false	1	18
api.Document.childElementCount	false	false	29	29
api.Document.children	false	false	29	29
api.Document.clear	true	false	64	64
api.Document.close	false	false	64	64
api.Document.compatMode	false	false	1	18
api.Document.contentType	false	false	36	36
api.Document.cookie	false	false	1	18
api.Document.createAttribute	false	false	1	18
api.Document.createAttributeNS	false	false	1	18
api.Document.createCDATASection	false	false	1	18
api.Document.createComment	false	false	1	18
api.Document.createDocumentFragment	false	false	1	18
api.Document.createElement	false	false	1	18
api.Document.createElement.options_parameter	false	false	56	56
api.Document.createElementNS	false	false	1	18
api.Document.createElementNS.options_parameter	false	false	56	56
api.Document.createEvent	false	false	1	18
api.Document.createExpression	false	false	1	18
api.Document.createNSResolver	false	false	1	18
api.Document.createNodeIterator	false	false	1	18
api.Document.createProcessingInstruction	false	false	1	18
api.Document.createRange	false	false	1	18
api.Document.createTextNode	false	false	1	18
api.Document.createTouch	true	false	false	removed
api.Document.createTouchList	true	false	removed	removed
api.Document.createTreeWalker	false	false	1	18
api.Document.createTreeWalker.whatToShow_filter_parameters_optional	false	false	4	18
api.Document.currentScript	false	false	29	29
api.Document.defaultView	false	false	1	18
api.Document.designMode	false	false	1	18
api.Document.dir	false	false	64	64
api.Document.doctype	false	false	1	18
api.Document.documentElement	false	false	1	18
api.Document.documentURI	false	false	1	18
api.Document.domain	true	false	1	18
api.Document.elementFromPoint	false	false	1	18
api.Document.elementsFromPoint	false	false	43	43
api.Document.embeds	false	false	64	64
api.Document.enableStyleSheetsForSet	true	false	false	false
api.Document.evaluate	false	false	1	18
api.Document.execCommand	true	false	1	18
api.Document.execCommand.copy	true	false	42	42
api.Document.execCommand.cut	true	false	42	42
api.Document.execCommand.defaultParagraphSeparator	true	false	false	false
api.Document.execCommand.insertBrOnReturn	true	false	false	false
api.Document.exitFullscreen	false	false	71	71
api.Document.exitFullscreen.returns_promise	false	false	69	69
api.Document.exitPictureInPicture	false	false	69	105
api.Document.exitPointerLock	false	false	37	37
api.Document.featurePolicy	false	true	74	74
api.Document.fgColor	true	false	64	64
api.Document.firstElementChild	false	false	29	29
api.Document.fonts	false	false	35	35
api.Document.forms	false	false	1	18
api.Document.fragmentDirective	false	true	86	86
api.Document.freeze_event	false	true	68	68
api.Document.fullscreen	true	false	71	71
api.Document.fullscreenElement	false	false	71	71
api.Document.fullscreenEnabled	false	false	71	71
api.Document.fullscreenchange_event	false	false	71	71
api.Document.fullscreenerror_event	false	false	71	71
api.Document.getAnimations	false	false	84	84
api.Document.getBoxQuads	false	true	false	false
api.Document.getElementById	false	false	1	18
api.Document.getElementsByClassName	false	false	1	18
api.Document.getElementsByName	false	false	1	18
api.Document.getElementsByTagName	false	false	1	18
api.Document.getElementsByTagNameNS	false	false	1	18
api.Document.getSelection	false	false	2	18
api.Document.hasFocus	false	false	2	18
api.Document.hasStorageAccess	false	false	113	113
api.Document.head	false	false	4	18
api.Document.hidden	false	false	33	33
api.Document.images	false	false	1	18
api.Document.implementation	false	false	1	18
api.Document.importNode	false	false	1	18
api.Document.lastElementChild	false	false	29	29
api.Document.lastModified	false	false	1	18
api.Document.lastStyleSheetSet	true	false	false	false
api.Document.linkColor	true	false	64	64
api.Document.links	false	false	1	18
api.Document.location	false	false	1	18
api.Document.lostpointercapture_event	false	false	57	57
api.Document.mozSetImageElement	false	false	false	false
api.Document.open	false	false	64	64
api.Document.pictureInPictureElement	false	false	69	105
api.Document.pictureInPictureEnabled	false	false	69	105
api.Document.plugins	false	false	64	64
api.Document.pointerLockElement	false	false	37	37
api.Document.pointerlockchange_event	false	false	36	36
api.Document.pointerlockerror_event	false	false	36	36
api.Document.preferredStyleSheetSet	true	false	false	false
api.Document.prepend	false	false	54	54
api.Document.prerendering	false	true	108	108
api.Document.prerenderingchange_event	false	true	108	108
api.Document.queryCommandEnabled	true	false	1	18
api.Document.queryCommandIndeterm	true	false	1	18
api.Document.queryCommandState	true	false	1	18
api.Document.queryCommandSupported	true	false	1	18
api.Document.queryCommandValue	true	false	1	18
api.Document.querySelector	false	false	1	18
api.Document.querySelectorAll	false	false	1	18
api.Document.readyState	false	false	1	18
api.Document.readystatechange_event	false	false	9	18
api.Document.referrer	false	false	1	18
api.Document.releaseCapture	false	false	false	false
api.Document.releaseEvents	true	false	64	64
api.Document.replaceChildren	false	false	86	86
api.Document.requestStorageAccess	false	false	113	113
api.Document.resume_event	false	true	68	68
api.Document.rootElement	true	false	34	34
api.Document.scripts	false	false	1	18
api.Document.scroll_event	false	false	1	18
api.Document.scrollend_event	false	false	114	114
api.Document.scrollingElement	false	false	44	44
api.Document.securitypolicyviolation_event	false	false	76	76
api.Document.selectedStyleSheetSet	true	false	false	false
api.Document.selectionchange_event	false	false	11	18
api.Document.startViewTransition	false	true	111	111
api.Document.styleSheetSets	true	false	false	false
api.Document.styleSheets	false	false	1	18
api.Document.timeline	false	false	84	84
api.Document.title	false	false	1	18
api.Document.visibilityState	false	false	33	33
api.Document.visibilitychange_event	false	false	62	62
api.Document.vlinkColor	true	false	64	64
api.Document.wasDiscarded	false	true	68	68
api.Document.write	false	false	1	18
api.Document.writeln	false	false	64	64
api.Document.xmlEncoding	true	false	1	18
api.Document.xmlStandalone	true	false	1	18
api.Document.xmlVersion	true	false	1	18
api.DocumentFragment	false	false	1	18
api.DocumentFragment.DocumentFragment	false	false	29	29
api.DocumentFragment.append	false	false	54	54
api.DocumentFragment.childElementCount	false	false	29	29
api.DocumentFragment.children	false	false	29	29
api.DocumentFragment.firstElementChild	false	false	29	29
api.DocumentFragment.getElementById	false	false	36	36
api.DocumentFragment.lastElementChild	false	false	29	29
api.DocumentFragment.prepend	false	false	54	54
api.DocumentFragment.querySelector	false	false	2	18
api.DocumentFragment.querySelectorAll	false	false	2	18
api.DocumentFragment.replaceChildren	false	false	86	86
api.DocumentTimeline	false	false	84	84
api.DocumentTimeline.DocumentTimeline	false	false	84	84
api.DocumentType	false	false	1	18
api.DocumentType.after	false	false	54	54
api.DocumentType.before	false	false	54	54
api.DocumentType.name	false	false	1	18
api.DocumentType.publicId	false	false	1	18
api.DocumentType.remove	false	false	24	25
api.DocumentType.replaceWith	false	false	54	54
api.DocumentType.systemId	false	false	1	18
api.DragEvent	false	false	46	false
api.DragEvent.DragEvent	false	false	46	false
api.DragEvent.dataTransfer	false	false	46	false
api.DynamicsCompressorNode	false	false	14	18
api.DynamicsCompressorNode.DynamicsCompressorNode	false	false	55	55
api.DynamicsCompressorNode.attack	false	false	19	25
api.DynamicsCompressorNode.knee	false	false	19	25
api.DynamicsCompressorNode.ratio	false	false	19	25
api.DynamicsCompressorNode.reduction	false	false	19	25
api.DynamicsCompressorNode.release	false	false	20	25
api.DynamicsCompressorNode.threshold	false	false	19	25
api.EXT_blend_minmax	false	false	38	38
api.EXT_color_buffer_float	false	false	56	56
api.EXT_color_buffer_half_float	false	false	63	63
api.EXT_disjoint_timer_query	false	false	70	removed
api.EXT_disjoint_timer_query.beginQueryEXT	false	false	70	removed
api.EXT_disjoint_timer_query.createQueryEXT	false	false	70	removed
api.EXT_disjoint_timer_query.deleteQueryEXT	false	false	70	removed
api.EXT_disjoint_timer_query.endQueryEXT	false	false	70	removed
api.EXT_disjoint_timer_query.getQueryEXT	false	false	70	removed
api.EXT_disjoint_timer_query.getQueryObjectEXT	false	false	70	removed
api.EXT_disjoint_timer_query.isQueryEXT	false	false	70	removed
api.EXT_disjoint_timer_query.queryCounterEXT	false	false	70	removed
api.EXT_disjoint_timer_query_webgl2	false	false	70	false
api.EXT_disjoint_timer_query_webgl2.queryCounterEXT	false	false	70	false
api.EXT_float_blend	false	false	75	75
api.EXT_frag_depth	false	false	38	38
api.EXT_sRGB	false	false	40	40
api.EXT_shader_texture_lod	false	false	38	38
api.EXT_texture_compression_bptc	false	false	93	92
api.EXT_texture_compression_rgtc	false	false	93	83
api.EXT_texture_filter_anisotropic	false	false	34	34
api.EXT_texture_norm16	false	false	87	87
api.Element	false	false	1	18
api.Element.DOMActivate_event	true	false	1	18
api.Element.DOMMouseScroll_event	true	false	false	false
api.Element.MozMousePixelScroll_event	true	false	false	false
api.Element.after	false	false	54	54
api.Element.afterscriptexecute_event	false	false	false	false
api.Element.animate	false	false	36	36
api.Element.animate.implicit_tofrom	false	false	84	84
api.Element.animate.options_composite_parameter	false	false	84	84
api.Element.animate.options_id_parameter	false	false	50	50
api.Element.animate.options_iterationComposite_parameter	false	true	false	false
api.Element.animate.options_pseudoElement_parameter	false	false	84	84
api.Element.animate.options_rangeEnd_parameter	false	true	115	115
api.Element.animate.options_rangeStart_parameter	false	true	115	115
api.Element.animate.options_timeline_parameter	false	false	85	85
api.Element.animationcancel_event	false	false	83	83
api.Element.animationend_event	false	false	79	79
api.Element.animationiteration_event	false	false	79	79
api.Element.animationstart_event	false	false	79	79
api.Element.append	false	false	54	54
api.Element.ariaAtomic	false	false	81	81
api.Element.ariaAutoComplete	false	false	81	81
api.Element.ariaBusy	false	false	81	81
api.Element.ariaChecked	false	false	81	81
api.Element.ariaColCount	false	false	81	81
api.Element.ariaColIndex	false	false	81	81
api.Element.ariaColSpan	false	false	81	81
api.Element.ariaCurrent	false	false	81	81
api.Element.ariaDescription	false	false	83	83
api.Element.ariaDisabled	false	false	81	81
api.Element.ariaExpanded	false	false	81	81
api.Element.ariaHasPopup	false	false	81	81
api.Element.ariaHidden	false	false	81	81
api.Element.ariaInvalid	false	false	102	102
api.Element.ariaKeyShortcuts	false	false	81	81
api.Element.ariaLabel	false	false	81	81
api.Element.ariaLevel	false	false	81	81
api.Element.ariaLive	false	false	81	81
api.Element.ariaModal	false	false	81	81
api.Element.ariaMultiLine	false	false	81	81
api.Element.ariaMultiSelectable	false	false	81	81
api.Element.ariaOrientation	false	false	81	81
api.Element.ariaPlaceholder	false	false	81	81
api.Element.ariaPosInSet	false	false	81	81
api.Element.ariaPressed	false	false	81	81
api.Element.ariaReadOnly	false	false	81	81
api.Element.ariaRelevant	false	false	81	81
api.Element.ariaRequired	false	false	81	81
api.Element.ariaRoleDescription	false	false	81	81
api.Element.ariaRowCount	false	false	81	81
api.Element.ariaRowIndex	false	false	81	81
api.Element.ariaRowSpan	false	false	81	81
api.Element.ariaSelected	false	false	81	81
api.Element.ariaSetSize	false	false	84	84
api.Element.ariaSort	false	false	81	81
api.Element.ariaValueMax	false	false	81	81
api.Element.ariaValueMin	false	false	81	81
api.Element.ariaValueNow	false	false	81	81
api.Element.ariaValueText	false	false	81	81
api.Element.assignedSlot	false	false	53	53
api.Element.attachShadow	false	false	53	53
api.Element.attachShadow.init_delegatesFocus_parameter	false	false	53	53
api.Element.attributes	false	false	1	18
api.Element.auxclick_event	false	false	55	55
api.Element.auxclick_event.type_pointerevent	false	true	92	92
api.Element.before	false	false	54	54
api.Element.beforematch_event	false	true	102	102
api.Element.beforescriptexecute_event	false	false	false	false
api.Element.beforexrselect_event	false	true	83	83
api.Element.blur_event	false	false	1	18
api.Element.checkVisibility	false	false	105	105
api.Element.childElementCount	false	false	2	18
api.Element.children	false	false	1	18
api.Element.classList	false	false	22	25
api.Element.className	false	false	22	25
api.Element.click_event	false	false	1	18
api.Element.click_event.type_pointerevent	false	true	92	92
api.Element.clientHeight	false	false	1	18
api.Element.clientLeft	false	false	1	18
api.Element.clientTop	false	false	1	18
api.Element.clientWidth	false	false	1	18
api.Element.closest	false	false	41	41
api.Element.compositionend_event	false	false	15	18
api.Element.compositionstart_event	false	false	15	18
api.Element.compositionupdate_event	false	false	18	18
api.Element.computedStyleMap	false	false	66	66
api.Element.contentvisibilityautostatechange_event	false	true	108	108
api.Element.contextmenu_event	false	false	1	18
api.Element.contextmenu_event.type_pointerevent	false	true	92	92
api.Element.copy_event	false	false	1	18
api.Element.cut_event	false	false	1	18
api.Element.dblclick_event	false	false	1	false
api.Element.elementTiming	false	true	77	77
api.Element.firstElementChild	false	false	2	18
api.Element.focus_event	false	false	1	18
api.Element.focusin_event	false	false	1	18
api.Element.focusout_event	false	false	1	18
api.Element.fullscreenchange_event	false	false	71	71
api.Element.fullscreenerror_event	false	false	71	71
api.Element.gesturechange_event	false	false	false	false
api.Element.gestureend_event	false	false	false	false
api.Element.gesturestart_event	false	false	false	false
api.Element.getAnimations	false	false	84	84
api.Element.getAttribute	false	false	1	18
api.Element.getAttributeNS	false	false	1	18
api.Element.getAttributeNames	false	false	61	61
api.Element.getAttributeNode	false	false	1	18
api.Element.getAttributeNodeNS	false	false	1	18
api.Element.getBoundingClientRect	false	false	2	18
api.Element.getBoxQuads	false	true	false	false
api.Element.getClientRects	false	false	2	18
api.Element.getElementsByClassName	false	false	1	18
api.Element.getElementsByTagName	false	false	1	18
api.Element.getElementsByTagName.all_elements_selector	false	false	1	18
api.Element.getElementsByTagNameNS	false	false	1	18
api.Element.getElementsByTagNameNS.all_elements_selector	false	false	1	18
api.Element.gotpointercapture_event	false	false	57	57
api.Element.hasAttribute	false	false	1	18
api.Element.hasAttributeNS	false	false	1	18
api.Element.hasAttributes	false	false	1	18
api.Element.hasPointerCapture	false	false	55	55
api.Element.id	false	false	23	25
api.Element.innerHTML	false	false	1	18
api.Element.insertAdjacentElement	false	false	1	18
api.Element.insertAdjacentHTML	false	false	1	18
api.Element.insertAdjacentText	false	false	1	18
api.Element.keydown_event	false	false	1	18
api.Element.keypress_event	true	false	1	18
api.Element.keyup_event	false	false	1	18
api.Element.lastElementChild	false	false	2	18
api.Element.localName	false	false	1	18
api.Element.lostpointercapture_event	false	false	57	57
api.Element.matches	false	false	33	33
api.Element.mousedown_event	false	false	2	18
api.Element.mouseenter_event	false	false	30	30
api.Element.mouseleave_event	false	false	30	30
api.Element.mousemove_event	false	false	2	18
api.Element.mouseout_event	false	false	1	18
api.Element.mouseover_event	false	false	2	18
api.Element.mouseup_event	false	false	2	18
api.Element.mousewheel_event	true	false	1	18
api.Element.namespaceURI	false	false	1	18
api.Element.nextElementSibling	false	false	2	18
api.Element.outerHTML	false	false	1	18
api.Element.part	false	false	73	73
api.Element.paste_event	false	false	1	18
api.Element.pointercancel_event	false	false	55	55
api.Element.pointerdown_event	false	false	55	55
api.Element.pointerenter_event	false	false	55	55
api.Element.pointerleave_event	false	false	55	55
api.Element.pointermove_event	false	false	55	55
api.Element.pointerout_event	false	false	55	55
api.Element.pointerover_event	false	false	55	55
api.Element.pointerrawupdate_event	false	true	77	77
api.Element.pointerup_event	false	false	55	55
api.Element.prefix	false	false	1	18
api.Element.prepend	false	false	54	54
api.Element.previousElementSibling	false	false	2	18
api.Element.querySelector	false	false	1	18
api.Element.querySelectorAll	false	false	1	18
api.Element.releasePointerCapture	false	false	55	55
api.Element.remove	false	false	24	25
api.Element.removeAttribute	false	false	1	18
api.Element.removeAttributeNS	false	false	1	18
api.Element.removeAttributeNode	false	false	1	18
api.Element.replaceChildren	false	false	86	86
api.Element.replaceWith	false	false	54	54
api.Element.requestFullscreen	false	false	71	71
api.Element.requestFullscreen.options_navigationUI_parameter	false	false	71	71
api.Element.requestFullscreen.returns_promise	false	false	71	71
api.Element.requestPointerLock	false	false	37	37
api.Element.requestPointerLock.options_unadjustedMovement_parameter	false	true	88	88
api.Element.role	false	false	103	103
api.Element.scroll	false	false	61	61
api.Element.scroll.options_behavior_parameter	false	false	61	61
api.Element.scroll.options_left_parameter	false	false	61	61
api.Element.scroll.options_top_parameter	false	false	61	61
api.Element.scrollBy	false	false	61	61
api.Element.scrollBy.options_behavior_parameter	false	false	61	61
api.Element.scrollBy.options_left_parameter	false	false	61	61
api.Element.scrollBy.options_top_parameter	false	false	61	61
api.Element.scrollHeight	false	false	1	18
api.Element.scrollIntoView	false	false	1	18
api.Element.scrollIntoView.options_parameter	false	false	61	61
api.Element.scrollIntoViewIfNeeded	false	false	1	18
api.Element.scrollLeft	false	false	86	86
api.Element.scrollLeftMax	false	false	false	false
api.Element.scrollTo	false	false	61	61
api.Element.scrollTo.options_behavior_parameter	false	false	61	61
api.Element.scrollTo.options_left_parameter	false	false	61	61
api.Element.scrollTo.options_top_parameter	false	false	61	61
api.Element.scrollTop	false	false	1	18
api.Element.scrollTopMax	false	false	false	false
api.Element.scrollWidth	false	false	1	18
api.Element.scroll_event	false	false	1	18
api.Element.scrollend_event	false	false	114	114
api.Element.securitypolicyviolation_event	false	false	41	41
api.Element.setAttribute	false	false	1	18
api.Element.setAttributeNS	false	false	1	18
api.Element.setAttributeNode	false	false	1	18
api.Element.setAttributeNodeNS	false	false	1	18
api.Element.setCapture	true	false	false	false
api.Element.setHTML	false	true	105	105
api.Element.setPointerCapture	false	false	55	55
api.Element.shadowRoot	false	false	35	35
api.Element.slot	false	false	53	53
api.Element.tagName	false	false	1	18
api.Element.toggleAttribute	false	false	69	69
api.Element.touchcancel_event	false	false	22	25
api.Element.touchend_event	false	false	22	25
api.Element.touchmove_event	false	false	22	25
api.Element.touchstart_event	false	false	22	25
api.Element.transitioncancel_event	false	false	87	87
api.Element.transitionend_event	false	false	26	26
api.Element.transitionrun_event	false	false	74	74
api.Element.transitionstart_event	false	false	74	74
api.Element.webkitmouseforcechanged_event	false	false	false	false
api.Element.webkitmouseforcedown_event	false	false	false	false
api.Element.webkitmouseforceup_event	false	false	false	false
api.Element.webkitmouseforcewillbegin_event	false	false	false	false
api.Element.wheel_event	false	false	31	31
api.ElementInternals	false	false	77	77
api.ElementInternals.ariaAtomic	false	false	81	81
api.ElementInternals.ariaAutoComplete	false	false	81	81
api.ElementInternals.ariaBusy	false	false	81	81
api.ElementInternals.ariaChecked	false	false	81	81
api.ElementInternals.ariaColCount	false	false	81	81
api.ElementInternals.ariaColIndex	false	false	81	81
api.ElementInternals.ariaColSpan	false	false	81	81
api.ElementInternals.ariaCurrent	false	false	81	81
api.ElementInternals.ariaDescription	false	false	83	83
api.ElementInternals.ariaDisabled	false	false	81	81
api.ElementInternals.ariaExpanded	false	false	81	81
